bench,Z3-time (ms),Z3-calls,Z3-error,ASTR-time (ms),ASTR-calls,ASTR-error,SPF-error,spf-z3-cputime (s),spf-z3-walltime (s),z3-status,spf-astr-cputime (s),spf-astr-walltime (s),astr-status,astr-log,z3-log,benchmark
PhoneBuilder,149,4,0,31,3,1,0,3.33,2.07,true,2.36,0.99,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.PhoneBuilder.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.PhoneBuilder.yml.log,sv-benchmarks/java/argv/eeleren/migrationtool.migrationtool-master.src.main.java.com.ericsson.pc.migrationtool.builder/PhoneBuilder/Main.java
PlaceDetailsService,0,1,1,0,1,1,0,3.31,1.96,unknown,1.84,0.8,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.PlaceDetailsService.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.PlaceDetailsService.yml.log,sv-benchmarks/java/argv/Shidachi2805/CC_EatGateAndroidApp.CC_EatGateAndroidApp-master.app.src.main.java.de.eatgate.placessearch.services/PlaceDetailsService/Main.java
PlacesService,35,1,1,16,1,1,0,3.37,2.15,unknown,1.96,0.85,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.PlacesService.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.PlacesService.yml.log,sv-benchmarks/java/argv/Shidachi2805/CC_EatGateAndroidApp.CC_EatGateAndroidApp-master.app.src.main.java.de.eatgate.placessearch.services/PlacesService/Main.java
ResumoActivity,318,36,0,131,36,0,0,2.37,1.07,true,2.81,1.07,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ResumoActivity.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ResumoActivity.yml.log,sv-benchmarks/java/argv/raphapacheco/FinFacil.FinFacil-android-studio-master.app.src.main.java.br.com.backapp.finfacil.activity/ResumoActivity/Main.java
RouteMatcher,8936,378,0,0,1,1,1,15.84,12.96,true,1.92,0.76,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.RouteMatcher.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.RouteMatcher.yml.log,sv-benchmarks/java/argv/buremba/netty-rest.netty-rest-master.src.main.java.org.rakam.server.http/RouteMatcher/Main.java
RoutesReader,1902,71,0,0,1,2,0,6.44,4.39,unknown,2.02,0.84,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.RoutesReader.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.RoutesReader.yml.log,sv-benchmarks/java/argv/matero/ae.ae-master.web-processor.src.main.java.ae.web.processor/RoutesReader/Main.java
SmsService,386,1,0,19,1,0,0,4.25,5.38,unknown,1.89,0.8,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.SmsService.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.SmsService.yml.log,sv-benchmarks/java/argv/GugleGH/sms-bank-listener.sms-bank-listener-master.SmsBankListener.src.ru.nosov.SMSreader.services/SmsService/Main.java
SnippetsIT,0,1,1,0,1,1,0,3.76,3.44,unknown,1.92,0.79,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.SnippetsIT.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.SnippetsIT.yml.log,sv-benchmarks/java/argv/GoogleCloudPlatform/appengine-java-snippets.java-docs-samples-main.vertexai.snippets.src.test.java.vertexai.gemini/SnippetsIT/Main.java
Solution_12,0,1,1,0,1,2,0,3.47,2.15,unknown,1.84,0.9,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Solution_12.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Solution_12.yml.log,sv-benchmarks/java/argv/dongyuxi/LeetCode.LeetCode-gh-pages.LeetCode.src.com.leetcode.problem067.addbinary/Solution_12/Main.java
Solution_2,30606,1361,0,0,1,1,1,60.84,56.0,TIMEOUT,1.94,0.82,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Solution_2.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Solution_2.yml.log,sv-benchmarks/java/argv/dongyuxi/LeetCode.LeetCode-gh-pages.LeetCode.src.com.leetcode.problem005.longestpalindromicsubstring/Solution_2/Main.java
Solution_22,111,2,0,0,1,2,0,3.3,1.97,unknown,1.91,0.84,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Solution_22.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Solution_22.yml.log,sv-benchmarks/java/argv/dongyuxi/LeetCode.LeetCode-gh-pages.LeetCode.src.com.leetcode.problem228.summaryranges/Solution_22/Main.java
Solution_6,321,13,0,0,1,0,1,3.26,2.53,unknown,1.88,0.81,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Solution_6.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Solution_6.yml.log,sv-benchmarks/java/argv/dongyuxi/LeetCode.LeetCode-gh-pages.LeetCode.src.com.leetcode.problem010.regularexpressionmatching/Solution_6/Main.java
SplashScreenInternal,19136,87,0,0,1,2,0,18.15,31.29,false,1.97,0.79,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.SplashScreenInternal.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.SplashScreenInternal.yml.log,sv-benchmarks/java/argv/JsonHunt/mobile-app-scaffolding.mobile-app-scaffolding-master.mobile.platforms.android.CordovaLib.src.org.apache.cordova/SplashScreenInternal/Main.java
Square,181,8,0,0,1,2,0,3.32,1.88,true,1.84,0.79,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Square.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Square.yml.log,sv-benchmarks/java/argv/jbbrown93/Checkers.Checkers-master.Checkers.src.checkers/Square/Main.java
Starbucks,0,1,1,0,1,1,0,1.96,0.8,unknown,2.53,1.08,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Starbucks.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Starbucks.yml.log,sv-benchmarks/java/argv/vzaliva/sbautologin.sbautologin-master.src.org.crocodile.sbautologin/Starbucks/Main.java
TeleopController,1024,42,0,95,64,0,0,5.19,3.45,true,2.6,1.0,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.TeleopController.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.TeleopController.yml.log,sv-benchmarks/java/argv/FRC-Team-399-EagleRobotics/FRC0399-Code-2012.FRC0399-Code-2012-master.X-1_Old.frc399-2012-robot-END_of_Denver.src.org.team399.y2012.controllers/TeleopController/Main.java
TextUtils,194,19,1,0,1,1,1,2.18,1.0,unknown,2.06,0.89,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.TextUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.TextUtils.yml.log,sv-benchmarks/java/argv/stickfigure/unsuck.unsuck-master.src.main.java.unsuck.web/TextUtils/Main.java
Transacao,991,42,0,0,1,2,0,4.55,3.49,true,2.05,0.87,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Transacao.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Transacao.yml.log,sv-benchmarks/java/argv/danielsnipher/saldobilhete.saldobilhete-master.src.br.com.entities/Transacao/Main.java
TransaksiMataKuliah,214,8,0,32,8,0,0,3.18,1.79,true,2.23,0.93,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.TransaksiMataKuliah.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.TransaksiMataKuliah.yml.log,sv-benchmarks/java/argv/endangh/kplbo.kplbo-master.kplbo.src.test2/TransaksiMataKuliah/Main.java
Tuomari,6826,324,0,244,108,0,0,11.63,9.09,true,3.71,1.28,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Tuomari.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Tuomari.yml.log,sv-benchmarks/java/argv/jelmnainen/ohtu-laskarit.ohtu-laskarit-master.viikko7.KiviPaperiSakset.KiviPaperiSakset.src.main.java.ohtu.kivipaperisakset.peli/Tuomari/Main.java
URIResolverImpl,90,6,0,177,6,0,0,1.92,0.81,true,2.78,1.15,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.URIResolverImpl.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.URIResolverImpl.yml.log,sv-benchmarks/java/argv/rhizomik/redefer-rdf2html.redefer-rdf2html-master.src.main.java.net.rhizomik.redefer.util/URIResolverImpl/Main.java
UnParser,76,8,1,0,1,1,1,2.01,0.84,unknown,2.04,0.86,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.UnParser.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.UnParser.yml.log,sv-benchmarks/java/argv/zhangruoxu/COMP9102.COMP9102-master.VC.src.VC.UnParser/UnParser/Main.java
UpdateCheckThread,0,1,1,0,1,1,0,3.19,2.61,unknown,1.8,0.76,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.UpdateCheckThread.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.UpdateCheckThread.yml.log,sv-benchmarks/java/argv/MikeLydeamore/CoFHCore.CoFHCore-master.src.main.java.cofh.updater/UpdateCheckThread/Main.java
UsuarioBO,26591,10,0,33,8,1,1,10.79,36.5,false,2.12,0.87,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.UsuarioBO.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.UsuarioBO.yml.log,sv-benchmarks/java/argv/JCDias/CadastroUsuarios.CadastroUsuarios-master.src.cadastroUsuario.negocio/UsuarioBO/Main.java
Utils_4,241,6,0,31,6,0,0,3.61,2.3,true,2.06,0.88,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Utils_4.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Utils_4.yml.log,sv-benchmarks/java/argv/contentful/gallery-app-android.gallery-app-android-master.app.src.main.java.gallery.templates.contentful.lib/Utils_4/Main.java
Word,59,1,1,19,1,1,0,2.96,1.86,unknown,2.03,0.85,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Word.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Word.yml.log,sv-benchmarks/java/argv/hotshot2162/Unscramble.Unscramble-master.src.xxxteslaxxx.chris.unscramble.custom_objects/Word/Main.java
WriteDataToCSVFileActivity,74,2,0,0,1,2,0,3.76,2.39,false,2.11,0.86,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.WriteDataToCSVFileActivity.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.WriteDataToCSVFileActivity.yml.log,sv-benchmarks/java/argv/immlf/SynthControl.SynthControl-master.app.src.main.java.ua.pp.lab101.synthesizercontrol.activity.accessory/WriteDataToCSVFileActivity/Main.java
WundergroundReqest,248,24,0,339,24,0,0,2.2,0.97,true,3.27,1.22,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.WundergroundReqest.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.WundergroundReqest.yml.log,sv-benchmarks/java/argv/senft/smplWeather.smplWeather-master.src.de.senft.smplweather.request/WundergroundReqest/Main.java
XML,0,1,1,0,1,1,1,2.99,1.96,unknown,2.03,0.86,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.XML.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.XML.yml.log,sv-benchmarks/java/argv/freegreek/openthesaurus-gr-android.openthesaurus-gr-android-master.openthesaurus-gr.src.org.realjson/XML/Main.java
Zipper,182,1,0,20,1,0,1,4.08,3.34,unknown,1.61,0.72,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Zipper.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Zipper.yml.log,sv-benchmarks/java/argv/KSUploader/KSUploader-client.client-legacy-master.src.it.ksuploader.utils/Zipper/Main.java
